lat,lon,z,time,anom
-47.5,87.5,0.0,2020-12-01,-0.03562326
-47.5,92.5,0.0,2020-12-01,0.05886451
-47.5,97.5,0.0,2020-12-01,0.20586099
-47.5,102.5,0.0,2020-12-01,0.27792317
-47.5,107.5,0.0,2020-12-01,0.22651303
-47.5,112.5,0.0,2020-12-01,0.11014536
-47.5,117.5,0.0,2020-12-01,0.07401759
-47.5,122.5,0.0,2020-12-01,0.052339014
-47.5,127.5,0.0,2020-12-01,-0.03399479
-47.5,132.5,0.0,2020-12-01,-0.040686578
-47.5,137.5,0.0,2020-12-01,-0.037138395
-47.5,142.5,0.0,2020-12-01,-0.07534514
-47.5,147.5,0.0,2020-12-01,-0.045132384
-47.5,152.5,0.0,2020-12-01,0.03856745
-47.5,157.5,0.0,2020-12-01,0.116225414
-47.5,162.5,0.0,2020-12-01,0.08285873
-47.5,167.5,0.0,2020-12-01,0.10758562
-47.5,172.5,0.0,2020-12-01,0.14439723
-47.5,177.5,0.0,2020-12-01,0.042716756
-47.5,182.5,0.0,2020-12-01,-0.059582047
-47.5,187.5,0.0,2020-12-01,-0.011572291
-47.5,192.5,0.0,2020-12-01,0.06390071
-47.5,197.5,0.0,2020-12-01,0.104136266
-47.5,202.5,0.0,2020-12-01,0.0974898
-47.5,207.5,0.0,2020-12-01,0.03565264
-47.5,212.5,0.0,2020-12-01,-0.024956381
-47.5,217.5,0.0,2020-12-01,-0.058761034
-47.5,222.5,0.0,2020-12-01,-0.08432499
-47.5,227.5,0.0,2020-12-01,-0.09417521
-47.5,232.5,0.0,2020-12-01,-0.1826556
-47.5,237.5,0.0,2020-12-01,-0.25773567
-47.5,242.5,0.0,2020-12-01,-0.28492013
-47.5,247.5,0.0,2020-12-01,-0.3101914
-47.5,252.5,0.0,2020-12-01,-0.3062852
-47.5,257.5,0.0,2020-12-01,-0.22484264
-47.5,262.5,0.0,2020-12-01,-0.13625827
-47.5,267.5,0.0,2020-12-01,-0.11406179
-47.5,272.5,0.0,2020-12-01,-0.1874689
-47.5,277.5,0.0,2020-12-01,-0.31511936
-47.5,282.5,0.0,2020-12-01,-0.30509534
-47.5,287.5,0.0,2020-12-01,0.28125185
-47.5,292.5,0.0,2020-12-01,0.14392719
-47.5,297.5,0.0,2020-12-01,0.34534618
-47.5,302.5,0.0,2020-12-01,0.5555318
-47.5,307.5,0.0,2020-12-01,0.6823121
-47.5,312.5,0.0,2020-12-01,0.6359731
-47.5,317.5,0.0,2020-12-01,0.5783914
-47.5,322.5,0.0,2020-12-01,0.5617163
-47.5,327.5,0.0,2020-12-01,0.43545428
-47.5,332.5,0.0,2020-12-01,0.2705469
-47.5,337.5,0.0,2020-12-01,0.123302035
-47.5,342.5,0.0,2020-12-01,0.008002349
-47.5,347.5,0.0,2020-12-01,-0.123327926
-47.5,352.5,0.0,2020-12-01,-0.25560698
-47.5,357.5,0.0,2020-12-01,-0.41158018
-42.5,2.5,0.0,2020-12-01,-0.002951212
-42.5,7.5,0.0,2020-12-01,-0.10186497
-42.5,12.5,0.0,2020-12-01,-0.22793934
-42.5,17.5,0.0,2020-12-01,-0.40097344
-42.5,22.5,0.0,2020-12-01,-0.7976582
-42.5,27.5,0.0,2020-12-01,-0.8576089
-42.5,32.5,0.0,2020-12-01,-0.8461434
-42.5,37.5,0.0,2020-12-01,-0.8405481
-42.5,42.5,0.0,2020-12-01,-0.69219095
-42.5,47.5,0.0,2020-12-01,-0.49349833
-42.5,52.5,0.0,2020-12-01,-0.4948304
-42.5,57.5,0.0,2020-12-01,-0.48243478
-42.5,62.5,0.0,2020-12-01,-0.367471
-42.5,67.5,0.0,2020-12-01,-0.29914436
-42.5,72.5,0.0,2020-12-01,-0.2554335
-42.5,77.5,0.0,2020-12-01,-0.29191744
-42.5,82.5,0.0,2020-12-01,-0.14674509
-42.5,87.5,0.0,2020-12-01,-0.06970202
-42.5,92.5,0.0,2020-12-01,0.035908476
-42.5,97.5,0.0,2020-12-01,0.16619118
-42.5,102.5,0.0,2020-12-01,0.16473861
-42.5,107.5,0.0,2020-12-01,0.04586716
-42.5,112.5,0.0,2020-12-01,-0.09087039
-42.5,117.5,0.0,2020-12-01,-0.08642263
-42.5,122.5,0.0,2020-12-01,-0.077678695
-42.5,127.5,0.0,2020-12-01,-0.06532908
-42.5,132.5,0.0,2020-12-01,-0.022704788
-42.5,137.5,0.0,2020-12-01,0.106411815
-42.5,142.5,0.0,2020-12-01,0.2280744
-42.5,147.5,0.0,2020-12-01,0.19222054
-42.5,152.5,0.0,2020-12-01,0.4070065
-42.5,157.5,0.0,2020-12-01,0.4440956
-42.5,162.5,0.0,2020-12-01,0.23957008
-42.5,167.5,0.0,2020-12-01,0.056372948
-42.5,172.5,0.0,2020-12-01,0.17118941
-42.5,177.5,0.0,2020-12-01,0.009104609
-42.5,182.5,0.0,2020-12-01,-0.023681957
-42.5,187.5,0.0,2020-12-01,-0.045120314
-42.5,192.5,0.0,2020-12-01,0.065395884
-42.5,197.5,0.0,2020-12-01,0.12088217
-42.5,202.5,0.0,2020-12-01,0.17714636
-42.5,207.5,0.0,2020-12-01,0.24936192
-42.5,212.5,0.0,2020-12-01,0.3352052
-42.5,217.5,0.0,2020-12-01,0.37069952
-42.5,222.5,0.0,2020-12-01,0.42366645
-42.5,227.5,0.0,2020-12-01,0.4457916
-42.5,232.5,0.0,2020-12-01,0.23892024
-42.5,237.5,0.0,2020-12-01,-0.011080255
-42.5,242.5,0.0,2020-12-01,-0.101896726
-42.5,247.5,0.0,2020-12-01,-0.17658255
-42.5,252.5,0.0,2020-12-01,-0.15954646
-42.5,257.5,0.0,2020-12-01,-0.19229877
-42.5,262.5,0.0,2020-12-01,-0.20074743
-42.5,267.5,0.0,2020-12-01,-0.17865613
-42.5,272.5,0.0,2020-12-01,-0.18685424
-42.5,277.5,0.0,2020-12-01,-0.19325991
-42.5,282.5,0.0,2020-12-01,-0.10975868
-42.5,287.5,0.0,2020-12-01,-0.074248254
-42.5,292.5,0.0,2020-12-01,1.4809622
-42.5,297.5,0.0,2020-12-01,0.8039592
-42.5,302.5,0.0,2020-12-01,1.1156857
-42.5,307.5,0.0,2020-12-01,1.1151817
-42.5,312.5,0.0,2020-12-01,1.0474849
-42.5,317.5,0.0,2020-12-01,0.9896022
-42.5,322.5,0.0,2020-12-01,0.80967087
-42.5,327.5,0.0,2020-12-01,0.62449414
-42.5,332.5,0.0,2020-12-01,0.58051485
-42.5,337.5,0.0,2020-12-01,0.507229
-42.5,342.5,0.0,2020-12-01,0.41902825
-42.5,347.5,0.0,2020-12-01,0.32135972
-42.5,352.5,0.0,2020-12-01,0.33534503
-42.5,357.5,0.0,2020-12-01,0.06514357
-37.5,2.5,0.0,2020-12-01,0.45892414
-37.5,7.5,0.0,2020-12-01,0.21304594
-37.5,12.5,0.0,2020-12-01,0.090678394
-37.5,17.5,0.0,2020-12-01,0.17124276
-37.5,22.5,0.0,2020-12-01,0.027037913
-37.5,27.5,0.0,2020-12-01,-0.21895047
-37.5,32.5,0.0,2020-12-01,-0.2960075
-37.5,37.5,0.0,2020-12-01,-0.3217622
-37.5,42.5,0.0,2020-12-01,-0.32589006
-37.5,47.5,0.0,2020-12-01,-0.26470116
-37.5,52.5,0.0,2020-12-01,-0.21205
-37.5,57.5,0.0,2020-12-01,-0.19201584
-37.5,62.5,0.0,2020-12-01,-0.21818939
-37.5,67.5,0.0,2020-12-01,-0.29973906
-37.5,72.5,0.0,2020-12-01,-0.40065175
-37.5,77.5,0.0,2020-12-01,-0.3563647
-37.5,82.5,0.0,2020-12-01,-0.33882344
-37.5,87.5,0.0,2020-12-01,-0.25147098
-37.5,92.5,0.0,2020-12-01,-0.17417742
-37.5,97.5,0.0,2020-12-01,-0.15441276
-37.5,102.5,0.0,2020-12-01,-0.24652447
-37.5,107.5,0.0,2020-12-01,-0.35203892
-37.5,112.5,0.0,2020-12-01,-0.42705312
-37.5,117.5,0.0,2020-12-01,-0.43598658
-37.5,122.5,0.0,2020-12-01,-0.33950013
-37.5,127.5,0.0,2020-12-01,-0.11645107
-37.5,132.5,0.0,2020-12-01,0.08694811
-37.5,137.5,0.0,2020-12-01,0.39845872
-37.5,142.5,0.0,2020-12-01,-0.21616654
-37.5,147.5,0.0,2020-12-01,0.12369279
-37.5,152.5,0.0,2020-12-01,0.5468347
-37.5,157.5,0.0,2020-12-01,0.6129063
-37.5,162.5,0.0,2020-12-01,0.46000183
-37.5,167.5,0.0,2020-12-01,0.28170493
-37.5,172.5,0.0,2020-12-01,0.21021348
-37.5,177.5,0.0,2020-12-01,0.19214818
-37.5,182.5,0.0,2020-12-01,0.061714493
-37.5,187.5,0.0,2020-12-01,0.10620598
-37.5,192.5,0.0,2020-12-01,0.21212614
-37.5,197.5,0.0,2020-12-01,0.28770944
-37.5,202.5,0.0,2020-12-01,0.40086937
-37.5,207.5,0.0,2020-12-01,0.60753345
-37.5,212.5,0.0,2020-12-01,0.7818296
-37.5,217.5,0.0,2020-12-01,0.88865805
-37.5,222.5,0.0,2020-12-01,1.0011733
-37.5,227.5,0.0,2020-12-01,0.9761407
-37.5,232.5,0.0,2020-12-01,0.68755
-37.5,237.5,0.0,2020-12-01,0.41092956
-37.5,242.5,0.0,2020-12-01,0.2400039
-37.5,247.5,0.0,2020-12-01,0.18086012
-37.5,252.5,0.0,2020-12-01,0.18431364
-37.5,257.5,0.0,2020-12-01,-0.009551881
-37.5,262.5,0.0,2020-12-01,-0.07571588
-37.5,267.5,0.0,2020-12-01,-0.0643071
-37.5,272.5,0.0,2020-12-01,-0.08795378
-37.5,277.5,0.0,2020-12-01,-0.12666956
-37.5,282.5,0.0,2020-12-01,-0.20287521
-37.5,287.5,0.0,2020-12-01,-0.21548146
-37.5,292.5,0.0,2020-12-01,0.40824682
-37.5,297.5,0.0,2020-12-01,1.1441847
-37.5,302.5,0.0,2020-12-01,1.2252661
-37.5,307.5,0.0,2020-12-01,1.1366552
-37.5,312.5,0.0,2020-12-01,0.9572095
-37.5,317.5,0.0,2020-12-01,1.0886633
-37.5,322.5,0.0,2020-12-01,1.0031921
-37.5,327.5,0.0,2020-12-01,1.0189867
-37.5,332.5,0.0,2020-12-01,1.0239323
-37.5,337.5,0.0,2020-12-01,0.92337143
-37.5,342.5,0.0,2020-12-01,0.80418915
-37.5,347.5,0.0,2020-12-01,0.75410366
-37.5,352.5,0.0,2020-12-01,0.6476983
-37.5,357.5,0.0,2020-12-01,0.5370541
-32.5,2.5,0.0,2020-12-01,0.42614776
-32.5,7.5,0.0,2020-12-01,0.224744
-32.5,12.5,0.0,2020-12-01,0.15552545
-32.5,17.5,0.0,2020-12-01,0.31015202
-32.5,22.5,0.0,2020-12-01,0.8190291
-32.5,27.5,0.0,2020-12-01,0.6157582
-32.5,32.5,0.0,2020-12-01,0.28001457
-32.5,37.5,0.0,2020-12-01,0.17219047
-32.5,42.5,0.0,2020-12-01,-0.002043924
-32.5,47.5,0.0,2020-12-01,-0.070473485
-32.5,52.5,0.0,2020-12-01,-0.007736729
-32.5,57.5,0.0,2020-12-01,-0.082982756
-32.5,62.5,0.0,2020-12-01,-0.21047446
-32.5,67.5,0.0,2020-12-01,-0.50725615
-32.5,72.5,0.0,2020-12-01,-0.67179745
-32.5,77.5,0.0,2020-12-01,-0.6297755
-32.5,82.5,0.0,2020-12-01,-0.59697855
-32.5,87.5,0.0,2020-12-01,-0.48911032
-32.5,92.5,0.0,2020-12-01,-0.48262578
-32.5,97.5,0.0,2020-12-01,-0.5913891
-32.5,102.5,0.0,2020-12-01,-0.72071177
-32.5,107.5,0.0,2020-12-01,-0.63437265
-32.5,112.5,0.0,2020-12-01,-0.097862296
-32.5,117.5,0.0,2020-12-01,0.76666695
-32.5,122.5,0.0,2020-12-01,-0.23439538
-32.5,127.5,0.0,2020-12-01,-0.012380917
-32.5,132.5,0.0,2020-12-01,0.07055211
-32.5,137.5,0.0,2020-12-01,-0.3217436
-32.5,142.5,0.0,2020-12-01,-0.4191056
-32.5,147.5,0.0,2020-12-01,-0.009994686
-32.5,152.5,0.0,2020-12-01,0.4270547
-32.5,157.5,0.0,2020-12-01,0.6861126
-32.5,162.5,0.0,2020-12-01,0.6115293
-32.5,167.5,0.0,2020-12-01,0.55757695
-32.5,172.5,0.0,2020-12-01,0.42480424
-32.5,177.5,0.0,2020-12-01,0.29418844
-32.5,182.5,0.0,2020-12-01,0.24677943
-32.5,187.5,0.0,2020-12-01,0.37301528
-32.5,192.5,0.0,2020-12-01,0.48822296
-32.5,197.5,0.0,2020-12-01,0.6677791
-32.5,202.5,0.0,2020-12-01,0.8560171
-32.5,207.5,0.0,2020-12-01,1.1256708
-32.5,212.5,0.0,2020-12-01,1.3387678
-32.5,217.5,0.0,2020-12-01,1.4848366
-32.5,222.5,0.0,2020-12-01,1.6150723
-32.5,227.5,0.0,2020-12-01,1.6242816
-32.5,232.5,0.0,2020-12-01,1.3046161
-32.5,237.5,0.0,2020-12-01,0.97623456
-32.5,242.5,0.0,2020-12-01,0.7495477
-32.5,247.5,0.0,2020-12-01,0.5446881
-32.5,252.5,0.0,2020-12-01,0.41409776
-32.5,257.5,0.0,2020-12-01,0.1641132
-32.5,262.5,0.0,2020-12-01,-0.021874424
-32.5,267.5,0.0,2020-12-01,-0.09050279
-32.5,272.5,0.0,2020-12-01,-0.18173419
-32.5,277.5,0.0,2020-12-01,-0.37877694
-32.5,282.5,0.0,2020-12-01,-0.5225149
-32.5,287.5,0.0,2020-12-01,-0.5548849
-32.5,292.5,0.0,2020-12-01,0.74603856
-32.5,297.5,0.0,2020-12-01,0.25175238
-32.5,302.5,0.0,2020-12-01,-0.13277137
-32.5,307.5,0.0,2020-12-01,0.9176762
-32.5,312.5,0.0,2020-12-01,0.79985535
-32.5,317.5,0.0,2020-12-01,0.84110516
-32.5,322.5,0.0,2020-12-01,0.9080392
-32.5,327.5,0.0,2020-12-01,1.1567807
-32.5,332.5,0.0,2020-12-01,1.285245
-32.5,337.5,0.0,2020-12-01,1.2874914
-32.5,342.5,0.0,2020-12-01,1.0518872
-32.5,347.5,0.0,2020-12-01,0.8197921
-32.5,352.5,0.0,2020-12-01,0.74527365
-32.5,357.5,0.0,2020-12-01,0.63166124
-27.5,2.5,0.0,2020-12-01,-0.016776413
-27.5,7.5,0.0,2020-12-01,-0.042240158
-27.5,12.5,0.0,2020-12-01,-0.13857484
-27.5,17.5,0.0,2020-12-01,0.49910057
-27.5,22.5,0.0,2020-12-01,0.45703924
-27.5,27.5,0.0,2020-12-01,0.93392956
-27.5,32.5,0.0,2020-12-01,0.72182935
-27.5,37.5,0.0,2020-12-01,0.26070496
-27.5,42.5,0.0,2020-12-01,0.14531258
-27.5,47.5,0.0,2020-12-01,0.12563497
-27.5,52.5,0.0,2020-12-01,-0.065657064
-27.5,57.5,0.0,2020-12-01,-0.11534103
-27.5,62.5,0.0,2020-12-01,-0.25067347
-27.5,67.5,0.0,2020-12-01,-0.45680282
-27.5,72.5,0.0,2020-12-01,-0.5119508
-27.5,77.5,0.0,2020-12-01,-0.3541253
-27.5,82.5,0.0,2020-12-01,-0.21248443
-27.5,87.5,0.0,2020-12-01,-0.20151792
-27.5,92.5,0.0,2020-12-01,-0.3396123
-27.5,97.5,0.0,2020-12-01,-0.49801266
-27.5,102.5,0.0,2020-12-01,-0.5015283
-27.5,107.5,0.0,2020-12-01,-0.24594045
-27.5,112.5,0.0,2020-12-01,0.41447812
-27.5,117.5,0.0,2020-12-01,1.2278645
-27.5,122.5,0.0,2020-12-01,-0.66260034
-27.5,127.5,0.0,2020-12-01,-1.0740145
-27.5,132.5,0.0,2020-12-01,-1.0983413
-27.5,137.5,0.0,2020-12-01,-0.67992437
-27.5,142.5,0.0,2020-12-01,0.35446206
-27.5,147.5,0.0,2020-12-01,1.3678112
-27.5,152.5,0.0,2020-12-01,0.9878622
-27.5,157.5,0.0,2020-12-01,0.42597744
-27.5,162.5,0.0,2020-12-01,0.45143017
-27.5,167.5,0.0,2020-12-01,0.48959902
-27.5,172.5,0.0,2020-12-01,0.42614138
-27.5,177.5,0.0,2020-12-01,0.449106
-27.5,182.5,0.0,2020-12-01,0.54942846
-27.5,187.5,0.0,2020-12-01,0.7156888
-27.5,192.5,0.0,2020-12-01,0.901589
-27.5,197.5,0.0,2020-12-01,1.026593
-27.5,202.5,0.0,2020-12-01,1.2188843
-27.5,207.5,0.0,2020-12-01,1.4778763
-27.5,212.5,0.0,2020-12-01,1.6129104
-27.5,217.5,0.0,2020-12-01,1.6411016
-27.5,222.5,0.0,2020-12-01,1.7863278
-27.5,227.5,0.0,2020-12-01,1.5077223
-27.5,232.5,0.0,2020-12-01,1.2358485
-27.5,237.5,0.0,2020-12-01,0.85403705
-27.5,242.5,0.0,2020-12-01,0.5342904
-27.5,247.5,0.0,2020-12-01,0.22878471
-27.5,252.5,0.0,2020-12-01,0.15128058
-27.5,257.5,0.0,2020-12-01,-0.15224859
-27.5,262.5,0.0,2020-12-01,-0.38488874
-27.5,267.5,0.0,2020-12-01,-0.5686372
-27.5,272.5,0.0,2020-12-01,-0.75462687
-27.5,277.5,0.0,2020-12-01,-0.99768656
-27.5,282.5,0.0,2020-12-01,-1.2154629
-27.5,287.5,0.0,2020-12-01,-1.1751584
-27.5,292.5,0.0,2020-12-01,0.64426494
-27.5,297.5,0.0,2020-12-01,0.21793765
-27.5,302.5,0.0,2020-12-01,-0.064456165
-27.5,307.5,0.0,2020-12-01,0.529592
-27.5,312.5,0.0,2020-12-01,0.7023698
-27.5,317.5,0.0,2020-12-01,0.531627
-27.5,322.5,0.0,2020-12-01,0.6692326
-27.5,327.5,0.0,2020-12-01,0.9366477
-27.5,332.5,0.0,2020-12-01,1.0403266
-27.5,337.5,0.0,2020-12-01,1.0461802
-27.5,342.5,0.0,2020-12-01,0.759504
-27.5,347.5,0.0,2020-12-01,0.42339894
-27.5,352.5,0.0,2020-12-01,0.2749928
-27.5,357.5,0.0,2020-12-01,0.11832582
-22.5,2.5,0.0,2020-12-01,-0.35893354
-22.5,7.5,0.0,2020-12-01,-0.39426532
-22.5,12.5,0.0,2020-12-01,-0.5469799
-22.5,17.5,0.0,2020-12-01,1.183425
-22.5,22.5,0.0,2020-12-01,0.88445026
-22.5,27.5,0.0,2020-12-01,0.008725703
-22.5,32.5,0.0,2020-12-01,0.93742424
-22.5,37.5,0.0,2020-12-01,0.45478275
-22.5,42.5,0.0,2020-12-01,0.5618745
-22.5,47.5,0.0,2020-12-01,0.4781906
-22.5,52.5,0.0,2020-12-01,0.025789127
-22.5,57.5,0.0,2020-12-01,0.13491276
-22.5,62.5,0.0,2020-12-01,0.038546808
-22.5,67.5,0.0,2020-12-01,0.048892118
-22.5,72.5,0.0,2020-12-01,0.10580417
-22.5,77.5,0.0,2020-12-01,0.23772483
-22.5,82.5,0.0,2020-12-01,0.33853918
-22.5,87.5,0.0,2020-12-01,0.31844229
-22.5,92.5,0.0,2020-12-01,0.15353777
-22.5,97.5,0.0,2020-12-01,-0.008200616
-22.5,102.5,0.0,2020-12-01,-0.016231539
-22.5,107.5,0.0,2020-12-01,0.32212406
-22.5,112.5,0.0,2020-12-01,0.94770896
-22.5,117.5,0.0,2020-12-01,0.82415366
-22.5,122.5,0.0,2020-12-01,-1.0420954
-22.5,127.5,0.0,2020-12-01,-1.2318659
-22.5,132.5,0.0,2020-12-01,-1.3508973
-22.5,137.5,0.0,2020-12-01,0.60749066
-22.5,142.5,0.0,2020-12-01,0.9279932
-22.5,147.5,0.0,2020-12-01,1.0745289
-22.5,152.5,0.0,2020-12-01,0.4328265
-22.5,157.5,0.0,2020-12-01,0.31415194
-22.5,162.5,0.0,2020-12-01,0.45437342
-22.5,167.5,0.0,2020-12-01,0.43562934
-22.5,172.5,0.0,2020-12-01,0.3385878
-22.5,177.5,0.0,2020-12-01,0.47224295
-22.5,182.5,0.0,2020-12-01,0.65811074
-22.5,187.5,0.0,2020-12-01,0.7785736
-22.5,192.5,0.0,2020-12-01,0.9071519
-22.5,197.5,0.0,2020-12-01,0.99200535
-22.5,202.5,0.0,2020-12-01,1.0449243
-22.5,207.5,0.0,2020-12-01,1.1927831
-22.5,212.5,0.0,2020-12-01,1.0931624
-22.5,217.5,0.0,2020-12-01,1.0629097
-22.5,222.5,0.0,2020-12-01,0.8526659
-22.5,227.5,0.0,2020-12-01,0.5723529
-22.5,232.5,0.0,2020-12-01,0.19049484
-22.5,237.5,0.0,2020-12-01,-0.15961963
-22.5,242.5,0.0,2020-12-01,-0.35143808
-22.5,247.5,0.0,2020-12-01,-0.49942577
-22.5,252.5,0.0,2020-12-01,-0.60474145
-22.5,257.5,0.0,2020-12-01,-0.73415965
-22.5,262.5,0.0,2020-12-01,-0.8992753
-22.5,267.5,0.0,2020-12-01,-1.1189787
-22.5,272.5,0.0,2020-12-01,-1.3398097
-22.5,277.5,0.0,2020-12-01,-1.5445566
-22.5,282.5,0.0,2020-12-01,-1.5388051
-22.5,287.5,0.0,2020-12-01,-1.2392557
-22.5,292.5,0.0,2020-12-01,0.80962765
-22.5,297.5,0.0,2020-12-01,0.5650821
-22.5,302.5,0.0,2020-12-01,0.41462913
-22.5,307.5,0.0,2020-12-01,0.8546421
-22.5,312.5,0.0,2020-12-01,1.1419605
-22.5,317.5,0.0,2020-12-01,0.8805567
-22.5,322.5,0.0,2020-12-01,0.43848425
-22.5,327.5,0.0,2020-12-01,0.5319491
-22.5,332.5,0.0,2020-12-01,0.47923702
-22.5,337.5,0.0,2020-12-01,0.2325851
-22.5,342.5,0.0,2020-12-01,-0.0995683
-22.5,347.5,0.0,2020-12-01,-0.4146326
-22.5,352.5,0.0,2020-12-01,-0.5097747
-22.5,357.5,0.0,2020-12-01,-0.42779142
-17.5,2.5,0.0,2020-12-01,-0.39962378
-17.5,7.5,0.0,2020-12-01,-0.55540055
-17.5,12.5,0.0,2020-12-01,0.20157394
-17.5,17.5,0.0,2020-12-01,0.8377833
-17.5,22.5,0.0,2020-12-01,0.016533196
-17.5,27.5,0.0,2020-12-01,0.21141726
-17.5,32.5,0.0,2020-12-01,0.6075936
-17.5,37.5,0.0,2020-12-01,0.68544257
-17.5,42.5,0.0,2020-12-01,0.62772536
-17.5,47.5,0.0,2020-12-01,0.7973177
-17.5,52.5,0.0,2020-12-01,0.35894752
-17.5,57.5,0.0,2020-12-01,0.4445239
-17.5,62.5,0.0,2020-12-01,0.63099855
-17.5,67.5,0.0,2020-12-01,0.7427995
-17.5,72.5,0.0,2020-12-01,0.78261214
-17.5,77.5,0.0,2020-12-01,0.75035614
-17.5,82.5,0.0,2020-12-01,0.76399434
-17.5,87.5,0.0,2020-12-01,0.7378179
-17.5,92.5,0.0,2020-12-01,0.53809106
-17.5,97.5,0.0,2020-12-01,0.31599224
-17.5,102.5,0.0,2020-12-01,0.3261706
-17.5,107.5,0.0,2020-12-01,0.6101136
-17.5,112.5,0.0,2020-12-01,1.0956688
-17.5,117.5,0.0,2020-12-01,1.6869373
-17.5,122.5,0.0,2020-12-01,1.0777304
-17.5,127.5,0.0,2020-12-01,-1.1392298
-17.5,132.5,0.0,2020-12-01,-1.2194071
-17.5,137.5,0.0,2020-12-01,0.4324747
-17.5,142.5,0.0,2020-12-01,0.758378
-17.5,147.5,0.0,2020-12-01,0.52742076
-17.5,152.5,0.0,2020-12-01,0.38329342
-17.5,157.5,0.0,2020-12-01,0.38434038
-17.5,162.5,0.0,2020-12-01,0.41964814
-17.5,167.5,0.0,2020-12-01,0.42276782
-17.5,172.5,0.0,2020-12-01,0.3326196
-17.5,177.5,0.0,2020-12-01,0.42301822
-17.5,182.5,0.0,2020-12-01,0.48331282
-17.5,187.5,0.0,2020-12-01,0.48068112
-17.5,192.5,0.0,2020-12-01,0.49030292
-17.5,197.5,0.0,2020-12-01,0.57027817
-17.5,202.5,0.0,2020-12-01,0.6273395
-17.5,207.5,0.0,2020-12-01,0.5658354
-17.5,212.5,0.0,2020-12-01,0.42330593
-17.5,217.5,0.0,2020-12-01,0.21809882
-17.5,222.5,0.0,2020-12-01,-0.035665482
-17.5,227.5,0.0,2020-12-01,-0.35214332
-17.5,232.5,0.0,2020-12-01,-0.6303116
-17.5,237.5,0.0,2020-12-01,-0.78686345
-17.5,242.5,0.0,2020-12-01,-0.85333085
-17.5,247.5,0.0,2020-12-01,-0.8771586
-17.5,252.5,0.0,2020-12-01,-0.923054
-17.5,257.5,0.0,2020-12-01,-1.0097164
-17.5,262.5,0.0,2020-12-01,-1.0951372
-17.5,267.5,0.0,2020-12-01,-1.2212132
-17.5,272.5,0.0,2020-12-01,-1.325784
-17.5,277.5,0.0,2020-12-01,-1.3280587
-17.5,282.5,0.0,2020-12-01,-1.0896188
-17.5,287.5,0.0,2020-12-01,-0.80707747
-17.5,292.5,0.0,2020-12-01,0.8316887
-17.5,297.5,0.0,2020-12-01,0.8132802
-17.5,302.5,0.0,2020-12-01,1.4177785
-17.5,307.5,0.0,2020-12-01,1.2804818
-17.5,312.5,0.0,2020-12-01,1.2997911
-17.5,317.5,0.0,2020-12-01,1.2693657
-17.5,322.5,0.0,2020-12-01,0.43297774
-17.5,327.5,0.0,2020-12-01,0.23603049
-17.5,332.5,0.0,2020-12-01,-0.032197185
-17.5,337.5,0.0,2020-12-01,-0.3614018
-17.5,342.5,0.0,2020-12-01,-0.60205936
-17.5,347.5,0.0,2020-12-01,-0.7243119
-17.5,352.5,0.0,2020-12-01,-0.5284293
-17.5,357.5,0.0,2020-12-01,-0.5043632
-12.5,2.5,0.0,2020-12-01,-0.15513137
-12.5,7.5,0.0,2020-12-01,0.029954763
-12.5,12.5,0.0,2020-12-01,0.15036353
-12.5,17.5,0.0,2020-12-01,0.84849197
-12.5,22.5,0.0,2020-12-01,0.5504168
-12.5,27.5,0.0,2020-12-01,0.48821193
-12.5,32.5,0.0,2020-12-01,0.64380866
-12.5,37.5,0.0,2020-12-01,0.43364885
-12.5,42.5,0.0,2020-12-01,0.5987189
-12.5,47.5,0.0,2020-12-01,0.5230026
-12.5,52.5,0.0,2020-12-01,0.540367
-12.5,57.5,0.0,2020-12-01,0.7089851
-12.5,62.5,0.0,2020-12-01,0.8053193
-12.5,67.5,0.0,2020-12-01,0.8806612
-12.5,72.5,0.0,2020-12-01,0.9222723
-12.5,77.5,0.0,2020-12-01,0.9730933
-12.5,82.5,0.0,2020-12-01,0.92102
-12.5,87.5,0.0,2020-12-01,0.7876964
-12.5,92.5,0.0,2020-12-01,0.58680093
-12.5,97.5,0.0,2020-12-01,0.39308748
-12.5,102.5,0.0,2020-12-01,0.24898207
-12.5,107.5,0.0,2020-12-01,0.26340532
-12.5,112.5,0.0,2020-12-01,0.43705648
-12.5,117.5,0.0,2020-12-01,0.7887095
-12.5,122.5,0.0,2020-12-01,1.0252869
-12.5,127.5,0.0,2020-12-01,0.8947243
-12.5,132.5,0.0,2020-12-01,0.27439928
-12.5,137.5,0.0,2020-12-01,0.55174154
-12.5,142.5,0.0,2020-12-01,0.56926936
-12.5,147.5,0.0,2020-12-01,0.4829498
-12.5,152.5,0.0,2020-12-01,0.48673004
-12.5,157.5,0.0,2020-12-01,0.4783294
-12.5,162.5,0.0,2020-12-01,0.5200459
-12.5,167.5,0.0,2020-12-01,0.45389974
-12.5,172.5,0.0,2020-12-01,0.3655532
-12.5,177.5,0.0,2020-12-01,0.29899195
-12.5,182.5,0.0,2020-12-01,0.26620585
-12.5,187.5,0.0,2020-12-01,0.20723328
-12.5,192.5,0.0,2020-12-01,0.17944887
-12.5,197.5,0.0,2020-12-01,0.14300224
-12.5,202.5,0.0,2020-12-01,0.1329112
-12.5,207.5,0.0,2020-12-01,-0.018309588
-12.5,212.5,0.0,2020-12-01,-0.13271801
-12.5,217.5,0.0,2020-12-01,-0.43312398
